,0
ret_1d,0.0
ret_3d,-0.0012
rev_ret_2d,-0.0008817911
rev_ret_3d_minus_1d,-0.00096523075
rev_zscore_1d,0.005429739
rev_mkt_excess_1d,-0.0018760848
