,0
ret_1d,0.0
ret_3d,-0.0010263429
rev_ret_2d,-0.0008249283
rev_ret_3d_minus_1d,-0.00089285715
rev_zscore_1d,0.00011535072
rev_mkt_excess_1d,-0.0020160598
