,0
bias_60,-1.246
bias_60_vr,-1.11686
ma60_slope,0.0
ema180_slope,0.0
trend60,0.010307305
abs_bias_60,6.136
abs_bias_60_vr,5.70474
bias_60_sq,37.650497
abs_ma60_slope,0.196
abs_ema180_slope,0.114
