feature,importance
ema180_slope,16.77809562719907
trend60,13.851081676299762
abs_bias_60_vr,13.718201792202454
bias_60_vr,12.644463196386106
abs_ma60_slope,11.710032237608575
bias_60,9.169391773944493
abs_ema180_slope,8.060040981256591
abs_bias_60,5.566822584598897
ma60_slope,4.713815892176505
bias_60_sq,3.7880542383275313
