year,window,trend_rankicir,trend_sharpe,trend_maxdd,d1_rankicir,d1_sharpe,d1_maxdd,delta_ric,d1_wins
2020,B (2020-2022),0.6433396249412462,0.8233603457121357,-0.13752263610080717,0.5983506487636426,1.1390193930090102,-0.1214123420976978,-0.04498897617760356,False
2021,B (2020-2022),0.5931740782811207,3.1607412689039966,-0.11621117542028037,0.6078188331880781,3.363667799927788,-0.11577240091984509,0.01464475490695738,True
2022,B (2020-2022),0.5032705300930732,-0.19397725158799156,-0.29775463118322965,0.6358719760645615,-0.19678284378842556,-0.298404543743645,0.13260144597148826,True
2023,A (2023-2025),0.7422606829432686,-0.38750566049447677,-0.1379880443627879,0.8748959300785282,-0.2794199227304321,-0.13614360781790413,0.13263524713525954,True
2024,A (2023-2025),0.5600025839205187,0.8695961373641874,-0.2701520353006338,0.6960880950885394,1.0063580420278362,-0.2678955779681388,0.1360855111680207,True
2025,A (2023-2025),0.6872384476960489,5.692310690080567,-0.11227305368080753,0.761460787730492,5.875257013231675,-0.10309521095585927,0.07422234003444306,True
