config,daily_turnover_mean,annual_turnover,rankicir,sharpe,annual_return
D1c,0.5225731572753916,131.68843563339868,0.7437717088500838,1.82947726994085,0.25622440773577804
D2c,0.5515891913375999,139.00047621707517,0.7505253102318763,1.8094287076014655,0.24772073082669685
D2f gamma_fixed=0.40,0.5694647576949285,143.50511893912199,0.7985329021430219,1.681223079437276,0.23544099505239974
