config,groups,n_features,fit_predict_sec,auc,accuracy,ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,n_days,top1pct_ret,top3pct_ret,top5pct_ret,top10pct_ret,top1pct_hit,top3pct_hit,top5pct_hit,top10pct_hit
G1,G1,5,32.36,0.5290644493070394,0.6012434199550623,0.02886062460387495,0.08085724505468109,0.3569330686985126,0.0010884945508171581,0.11074956049137254,0.009828432239258887,733,0.008884969519790516,0.006721148967187343,0.0062026910438458685,0.00515478904899439,0.47131506074566315,0.46437418199206865,0.4658958020955963,0.4694925750546646
G1+G2,G1+G2,8,26.93,0.5297566834855426,0.6012434199550623,0.029694800214692212,0.08057525565816485,0.3685349797792814,0.001979763209985018,0.11158096724383106,0.017742839651665347,733,0.008996254426667424,0.007004275068843531,0.0063448553861033515,0.0052828706704653,0.47006632096744827,0.4665277238519129,0.46710082053415763,0.47081771237461234
G1+G2+G3,G1+G2+G3,19,38.5,0.5386300563928136,0.6012434199550623,0.054946310484404154,0.08684012976850017,0.6327294838328884,0.03507651440854405,0.11667135405960924,0.30064375862667114,733,0.015880080928895347,0.010046676539241378,0.00855202899296113,0.007271363394871979,0.487000601741752,0.48033125287544315,0.47925955507628537,0.48183613963295663
G1+G2+G3+G4,G1+G2+G3+G4,21,39.33,0.5496304404928745,0.6012434199550623,0.06112294446276518,0.09792273857166617,0.6241956194682144,0.046604461224660144,0.1257297257166294,0.3706717799551844,733,0.01543762339081477,0.010056299058234078,0.008883704446780813,0.007711141593961625,0.48674891814117777,0.4819278351888419,0.4839381741448354,0.4863500482680658
G1+G2+G3+G4+G5,G1+G2+G3+G4+G5,24,38.74,0.5268450933273771,0.6012434199550623,0.054537055368923636,0.10247670078376671,0.532189804626915,0.03372925573267818,0.13310773380346638,0.2533981667998303,733,0.014805968040060192,0.009146667288067987,0.0075498210927779415,0.006494648333728623,0.4779042399132871,0.47644252409923804,0.4766181860315954,0.47962506266365185
Full(G1-G6),G1+G2+G3+G4+G5+G6,28,41.52,0.5356933282787518,0.6012434199550623,0.05820758680003002,0.11225415162296437,0.518533933564754,0.048605806529747435,0.14746351391474796,0.32961242574110616,733,0.01420510078741219,0.008880929430240306,0.0076603845391232704,0.00667635258338832,0.4817683395266507,0.4797123903303611,0.48131369610745695,0.4849831952675017
