pair,observed,boot_mean,boot_std,ci_low_2_5pct,ci_high_97_5pct,p_srd_le_0,B
bear ↔ bull,0.6935064935064935,0.6936727272727273,0.004681563407987752,0.6831168831168831,0.7026298701298701,0.0,1000
bear ↔ sideway,0.48831168831168825,0.47136753246753244,0.011327390496166018,0.44805194805194803,0.48831168831168825,0.0,1000
bull ↔ sideway,0.5428571428571429,0.5420545454545456,0.00991534128809731,0.5168831168831169,0.5545454545454545,0.0,1000
